,Unnamed: 0,address,zip_code,price,sell_date,sell_type,price_per_sqm,no_rooms,housing_type,size_in_sqm,year_of_construction,price_change_in_pct,latitude,longitude,sell_year
1255355,1255355,Jens Baggesens Vej 12,9000 Aalborg,655000,1992-12-02,Fam. Salg,4548.0,5.0,Villa,144.0,1971.0,0.0,57.039219,9.96783,1992
1255356,1255356,Øster Sundby Vej 14,9000 Aalborg,395000,1992-10-02,Alm. Salg,3590.0,3.0,Villa,110.0,1900.0,0.0,57.044712,9.952317,1992
1255357,1255357,Paludan Müllers Vej 3,9000 Aalborg,291000,1992-08-02,Alm. Salg,2487.0,3.0,Villa,117.0,1964.0,0.0,57.039835,9.964857,1992
1255358,1255358,Lindskovvej 24A,9000 Aalborg,675000,1992-06-02,Alm. Salg,4687.0,5.0,Villa,144.0,1973.0,0.0,57.043745,9.86746,1992
1255359,1255359,Ferskenvej 36,9000 Aalborg,550000,1992-06-02,Alm. Salg,3395.0,5.0,Villa,162.0,1971.0,0.0,57.038388,9.858531,1992
1255360,1255360,Sannasvej 6,9000 Aalborg,1060000,1992-05-02,Alm. Salg,7210.0,6.0,Villa,147.0,1930.0,0.0,57.045138,9.893445,1992
1255361,1255361,Solbyen 94,9000 Aalborg,725000,1992-04-02,Alm. Salg,6590.0,5.0,Rækkehus,110.0,1956.0,0.0,57.040934,9.87999,1992
1255362,1255362,"Poul Buås Vej 34, 2. TV",9000 Aalborg,340000,1992-02-02,Alm. Salg,4722.0,3.0,Lejlighed,72.0,1952.0,0.0,,,1992
1255363,1255363,Mirabellevej 14,9000 Aalborg,695000,1992-01-30,Alm. Salg,,4.0,Villa,193.0,1963.0,0.0,57.042262,9.964264,1992
1255364,1255364,Søndervangsvej 71,9000 Aalborg,550000,1992-01-29,Alm. Salg,4741.0,4.0,Rækkehus,116.0,1966.0,0.0,57.030996,9.958796,1992
1255365,1255365,"Sofievej 186, 2",9000 Aalborg,330000,1992-01-28,Alm. Salg,3837.0,3.0,Lejlighed,86.0,1963.0,0.0,57.028966,9.964815,1992
1255366,1255366,"Jakob Skomager Vej 12, ST. TH",9000 Aalborg,1100000,1992-01-23,Fam. Salg,7236.0,3.0,Lejlighed,152.0,1970.0,0.0,,,1992
1255367,1255367,Filippavej 20,9000 Aalborg,774400,1992-01-20,Fam. Salg,4400.0,5.0,Villa,176.0,1973.0,0.0,57.04046,9.86372,1992
1255368,1255368,"Østre Alle 42, 2. TH",9000 Aalborg,229000,1992-01-17,Alm. Salg,4089.0,2.0,Lejlighed,56.0,1932.0,0.0,,,1992
1255369,1255369,Hvepsevej 33,9000 Aalborg,80000,1992-01-13,Alm. Salg,,4.0,Sommerhus,65.0,1988.0,0.0,57.04034100000001,9.765424,1992
1255370,1255370,"Ved Stranden 9A, 1. TV",9000 Aalborg,396000,1992-10-01,Alm. Salg,3046.0,6.0,Lejlighed,130.0,1900.0,0.0,,,1992
1255371,1255371,Paludan Müllers Vej 39,9000 Aalborg,485000,1992-09-01,Alm. Salg,5388.0,3.0,Villa,90.0,1956.0,0.0,57.043316,9.965803,1992
1255372,1255372,Kålundsvej 8,9000 Aalborg,545000,1992-07-01,Fam. Salg,4467.0,4.0,Villa,122.0,1952.0,0.0,57.043651,9.971334,1992
1255373,1255373,"Snerlevej 11, ST. TV",9000 Aalborg,310000,1992-06-01,Alm. Salg,4078.0,2.0,Lejlighed,76.0,1958.0,0.0,,,1992
1255374,1255374,Klokkestøbergade 16,9000 Aalborg,395000,1992-06-01,Alm. Salg,7900.0,4.0,Rækkehus,50.0,1890.0,0.0,57.045818,9.925036,1992
1255375,1255375,Petersborgvej 66,9000 Aalborg,492494,1992-06-01,Andet,3759.0,5.0,Villa,131.0,1930.0,0.0,57.033981,9.94283,1992
1255376,1255376,M.A. Schultz Vej 14,9000 Aalborg,1125000,1992-03-01,Alm. Salg,5921.0,8.0,Villa,190.0,1934.0,0.0,,,1992
